title,price,weight,image_url
Kelloggs Rice Krispies Cereal ,3450,430g,https://assets.indolj.io/upload/1767271564-Kelloggs Rice Krispies Cereal 430g.jfif?q=10
Kelloggs Frosties,2200,470g,https://assets.indolj.io/upload/1764066526-Kellogges Frosties 470g.jfif?q=10
Kelloggs Corn Flakes ,2390,500g,https://assets.indolj.io/upload/1764066552-Kelloggs Corn Flakes 500g.jfif?q=10
Kellogs Froot Loops,3320,375g,https://assets.indolj.io/upload/1764066596-Kellogs Froot Loops 375g.jfif?q=10
Kelloggs Rice Krispies Cereal,3450,430g,https://assets.indolj.io/upload/1764066686-Kelloggs Rice Krispies Cereal 430g.png?q=10
Kelloggs Crunchy Nut Cereal,3450,460g,https://assets.indolj.io/upload/1764066732-Kelloggs Crunchy Nut Cereal 460g.jfif?q=10
Kelloggs Corn Flakes Original ,1990,375g,https://assets.indolj.io/upload/1764066777-Kellogges Corn Flakes Original 375g.jfif?q=10
Kelloggs Fruit N Fibre Cereal,3450,500g,https://assets.indolj.io/upload/1764066987-Kelloggs Frouit N Fibre Cereal 500g.jfif?q=10
Nestle Nesquik Duo Cereal ,3450,325g,https://assets.indolj.io/upload/1764067040-Neslte Nesquik Duo Cereal 325g.jfif?q=10
Nature Gran Pistachio Crunchy Cereal ,950,180g,https://assets.indolj.io/upload/1764067280-Nature Gran Pistachio Crunchy Cereal 180g.jfif?q=10
Nature Gran Berry Burst Crunchy Cereal ,950,180g,https://assets.indolj.io/upload/1764067321-Nature Gran Berry Burst Crunchy Cereal 180g.jfif?q=10
Nature Gran Choco Vanilla Cereal ,950,180g,https://assets.indolj.io/upload/1764067369-Nature Gran Choco Vanilla Cereal 180g.jfif?q=10
Nestle Kitkat Cereal Chocolate,3450,330g,https://assets.indolj.io/upload/1764067403-Nestle Kitkat Cereal Choco 330g.jfif?q=10
Granola Bar Peanut Butter ,220,43g,https://assets.indolj.io/upload/1771873699-GranolaBarPeanutButter43g.jfif?q=10
Granola Bar Dark Chocolate&Walnut ,220,43g,https://assets.indolj.io/upload/1771873794-GranolaBarDarkChocolateWalnut43g.jfif?q=10
Granola Bar Date&Almond ,220,43g,https://assets.indolj.io/upload/1771873877-GranolaBarDateAlmond43g.jfif?q=10
Granola Bar Dark Chocolate&Peanut Butter ,220,43g,https://assets.indolj.io/upload/1771873905-GranolaBarDarkChocolatePeanutButter43g.jfif?q=10
Granola Bar Coffee Almond ,220,43g,https://assets.indolj.io/upload/1771873951-GranolaBarCoffeeAlmond43g.jfif?q=10
Samyang Buldak Hot Chicken Flavor Ramen Noodles ,550,140g,https://assets.indolj.io/upload/1734330076-A.webp?q=10
Ice Breakers Sours Watermelon Green Apple Tangerine ,890,42g,https://assets.indolj.io/upload/1734075552-b7.jpg?q=10
Cadbury Dairy Milk Pouch ,800,144g,https://assets.indolj.io/upload/1750128161-Cadbury Dairy Milk Pouch 144g.webp?q=10
Toblerone Dark Chocolate Bar ,1200,100g,https://assets.indolj.io/upload/1750127138-Toblerone Dark Chocolate Bar 100g.png?q=10
 Cadbury DairyMilk Fruit&Nut ,2540,180g,https://assets.indolj.io/upload/1771873357-CadburyDairyMilkFruitNut180g.jfif?q=10
Kitkat,210,2 Fingers,https://assets.indolj.io/upload/1750127816-Kitkat 2 Fingers.jpg?q=10
Nutella ,2650,350g,https://assets.indolj.io/upload/1752363563-Nutella 350g.jpg?q=10
